Time	Strain	Shear Stress
[s]	[1]	[Pa]
88929.62	0.2070903	100
88929.72	0.2071178	100
88929.82	0.2071479	100
88929.91	0.2071798	100
88930.02	0.207208	100
88930.12	0.207237	100
88930.22	0.207267	100
88930.31	0.2072966	100
88930.42	0.2073266	100
88930.51	0.2073559	100
88930.62	0.2073858	100
88930.72	0.2074134	100
88930.82	0.2074445	100
88930.91	0.2074728	100
88931.02	0.207503	100
88931.12	0.2075306	100
88931.22	0.207559	100
88931.31	0.2075868	100
88931.42	0.2076154	100
88931.51	0.2076441	100
88931.62	0.2076723	100
88931.72	0.2076995	100
88931.82	0.2077279	100
88931.91	0.2077562	100
88932.02	0.2077836	100
88932.12	0.2078118	100
88932.22	0.2078394	100
88932.31	0.2078677	100
88932.42	0.2078953	100
88932.51	0.2079244	100
88932.62	0.2079531	100
88932.72	0.2079806	100
88932.82	0.2080107	100
88932.91	0.2080396	100
88933.02	0.2080692	100
88933.12	0.2080974	100
88933.22	0.2081263	100
88933.31	0.2081552	100
88933.42	0.2081829	100
88933.51	0.2082104	100
88933.62	0.2082393	100
88933.72	0.208267	100
88933.82	0.2082958	100
88933.91	0.2083245	100
88934.02	0.2083523	100
88934.12	0.2083807	100
88934.22	0.2084095	100
88934.31	0.2084382	100
88934.42	0.2084666	100
88934.51	0.2084953	100
88934.62	0.2085226	100
88934.72	0.2085524	100
88934.82	0.2085803	100
88934.91	0.2086113	100
88935.02	0.2086379	100
88935.12	0.2086667	100
88935.22	0.2086941	100
88935.31	0.2087224	100
88935.42	0.2087495	100
88935.51	0.2087783	100
88935.62	0.2088051	100
88935.72	0.2088338	100
88935.82	0.2088617	100
88935.91	0.2088907	100
88936.02	0.2089177	100
88936.12	0.2089464	100
88936.22	0.2089746	100
88936.31	0.2090039	100
88936.42	0.2090324	100
88936.51	0.2090607	100
88936.62	0.2090871	100
88936.72	0.2091184	100
88936.82	0.2091456	100
88936.91	0.2091746	100
88937.02	0.2092007	100
88937.12	0.2092264	100
88937.22	0.2092543	100
88937.31	0.2092827	100
88937.42	0.2093102	100
88937.51	0.2093386	100
88937.62	0.209367	100
88937.72	0.209394	100
88937.82	0.2094212	100
88937.91	0.2094473	100
88938.02	0.2094753	100
88938.12	0.2095036	100
88938.22	0.2095316	100
88938.31	0.2095601	100
88938.42	0.2095878	100
88938.51	0.2096136	100
88938.62	0.2096408	100
88938.72	0.2096697	100
88938.82	0.209698	100
88938.91	0.2097252	100
88939.02	0.2097535	100
88939.12	0.2097806	100
88939.22	0.2098089	100
88939.31	0.2098341	100
88939.42	0.2098588	100
88939.51	0.2098843	100
88939.62	0.2099111	100
88939.72	0.2099386	100
88939.82	0.2099658	100
88939.91	0.2099937	100
88940.02	0.21002	100
88940.12	0.2100507	100
88940.22	0.210077	100
88940.31	0.2101056	100
88940.42	0.2101313	100
88940.51	0.210157	100
88940.62	0.2101851	100
88940.72	0.2102126	100
88940.82	0.2102399	100
88940.91	0.2102649	100
88941.02	0.2102903	100
88941.12	0.2103192	100
88941.22	0.2103427	100
88941.31	0.2103699	100
88941.42	0.2103964	100
88941.51	0.2104222	100
88941.62	0.2104502	100
88941.72	0.2104774	100
88941.82	0.2105047	100
88941.91	0.2105305	100
88942.02	0.2105554	100
88942.12	0.2105803	100
88942.22	0.2106075	100
88942.31	0.2106336	100
88942.42	0.2106615	100
88942.51	0.210689	100
88942.62	0.2107163	100
88942.72	0.2107422	100
88942.82	0.2107662	100
88942.91	0.2107923	100
88943.02	0.2108161	100
88943.12	0.2108417	100
88943.22	0.2108691	100
88943.31	0.2108955	100
88943.42	0.2109191	100
88943.51	0.2109454	100
88943.62	0.2109709	100
88943.72	0.2109963	100
88943.82	0.2110202	100
88943.91	0.2110455	100
88944.02	0.2110729	100
88944.12	0.2110992	100
88944.22	0.2111257	100
88944.31	0.2111518	100
88944.42	0.211178	100
88944.51	0.2112032	100
88944.62	0.2112278	100
88944.72	0.2112541	100
88944.82	0.2112815	100
88944.91	0.211305	100
88945.02	0.2113311	100
